cluster	men2012	women2012	paperN	label	men1990_2012	women1990_2012	men1989	women1989	men1900	women1900	men1901_1910	women1901_1910	men1911_1920	women1911_1920	men1921_1930	women1921_1930	men1931_1940	women1931_1940	men1941_1950	women1941_1950	men1951_1960	women1951_1960	men1961_1970	women1961_1970	men1971_1980	women1971_1980	men1981_1990	women1981_1990	men1991_2000	women1991_2000	men2001_2010	women2001_2010	men2011_2020	women2011_2020	men2010	women2010	firstM1901_1910	firstF1901_1910	firstM1911_1920	firstF1911_1920	firstM1921_1930	firstF1921_1930	firstM1931_1940	firstF1931_1940	firstM1941_1950	firstF1941_1950	firstM1951_1960	firstF1951_1960	firstM1961_1970	firstF1961_1970	firstM1971_1980	firstF1971_1980	firstM1981_1990	firstF1981_1990	firstM1991_2000	firstF1991_2000	firstM2001_2010	firstF2001_2010	firstM2011_2020	firstF2011_2020	lastM1901_1910	lastF1901_1910	lastM1911_1920	lastF1911_1920	lastM1921_1930	lastF1921_1930	lastM1931_1940	lastF1931_1940	lastM1941_1950	lastF1941_1950	lastM1951_1960	lastF1951_1960	lastM1961_1970	lastF1961_1970	lastM1971_1980	lastF1971_1980	lastM1981_1990	lastF1981_1990	lastM1991_2000	lastF1991_2000	lastM2001_2010	lastF2001_2010	firstM2012	firstF2012	lastM2012	lastF2012	firstM1900	firstF1900	lastM1900	lastF1900
11:01:15	113	18	142	Regional integration	10	3	103	15	0	0	0	0	0	0	0	0	0	0	0	0	7	0	49	3	42	8	6	4	6	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	48	2	33	6	5	4	4	1	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	9	2	1	0	1	0	0	0	99	15	13	3	0	0	0	0
11:01:16	150	15	173	Defense spending	68	6	82	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	22	2	59	6	46	5	16	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	18	1	39	5	30	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	16	0	12	0	5	1	102	12	37	2	0	0	0	0
11:01:17	112	16	127	Economic sanctions	72	12	40	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	3	28	1	35	8	33	4	1	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	3	23	1	29	4	19	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	2	12	0	87	12	22	2	0	0	0	0
11:01:02	296	18	304	Realism	255	17	41	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	59	2	151	6	79	10	0	0	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	5	0	52	0	113	5	65	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	24	0	10	0	237	15	39	1	0	0	0	0
11:01:23	124	35	131	Operational code analysis	84	28	40	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	15	5	22	2	47	18	36	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	9	3	15	2	29	14	20	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	6	0	14	2	12	3	77	24	36	6	0	0	0	0
11:01:27	160	26	151	Terrorism	124	22	36	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	10	3	24	1	12	1	110	19	2	2	14	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1	14	1	9	1	58	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	3	0	34	10	93	11	47	11	0	0	0	0
11:01:03	139	37	193	Hegemony and trade	53	15	86	22	0	0	0	0	0	0	1	0	2	0	6	1	0	0	6	1	18	0	59	22	38	6	9	7	0	0	0	0	0	0	0	0	1	0	2	0	6	1	0	0	6	1	18	0	45	17	33	5	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	4	0	2	1	118	30	18	2	0	0	0	0
11:01:30	111	17	174	China and security policy	107	17	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	57	7	48	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	48	5	40	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	2	7	1	94	14	15	3	0	0	0	0
11:01:04	151	7	157	Multipolarity	65	4	86	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1	35	1	43	2	39	2	24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	17	0	28	2	28	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	1	15	0	9	2	8	0	97	4	38	3	0	0	0	0
11:01:05	153	20	226	International organization	100	15	53	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	9	1	47	6	63	6	30	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	7	1	42	5	53	6	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	10	0	2	2	134	17	18	2	0	0	0	0
11:01:06	124	8	131	Game-theoretic approaches	80	4	44	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	1	34	3	61	3	13	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	1	29	2	46	2	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	1	12	0	3	0	92	6	23	1	0	0	0	0
11:01:07	118	9	134	Deterrence	71	9	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	40	0	42	3	23	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	35	0	29	3	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	10	0	3	1	93	6	19	1	0	0	0	0
11:01:08	253	40	255	Human rights	192	34	61	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	56	6	63	11	125	23	0	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	38	4	41	6	74	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	2	16	3	36	6	161	27	66	11	0	0	0	0
11:01:09	127	10	118	US presidents and force	119	10	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	63	6	56	4	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	35	3	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	18	2	20	3	74	3	40	5	0	0	0	0
11:02	2360	273	3039	Political development	736	163	1624	110	0	0	0	0	2	0	4	0	7	0	40	5	114	5	313	16	636	37	570	52	387	73	286	85	1	0	16	7	0	0	2	0	3	0	7	0	36	4	101	5	286	9	527	28	450	39	291	50	200	50	1	0	0	0	0	0	1	0	0	0	2	1	10	0	24	4	89	7	101	13	79	16	60	23	1904	185	366	64	0	0	0	0
11:20	163	61	326	Arab states	113	47	50	14	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	1	47	17	61	19	47	24	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	4	1	40	10	51	15	38	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	9	4	8	1	137	49	21	9	1	0	0	0
11:02:01	255	26	237	Development and inequality	107	13	148	13	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	1	48	3	105	9	59	6	38	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	37	2	72	6	40	4	26	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	1	29	3	18	0	8	2	178	15	65	6	0	0	0	0
11:02:14	87	6	120	Dependency theory	3	0	84	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	52	6	27	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	39	4	23	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	2	2	0	0	0	0	0	70	4	12	2	0	0	0	0
11:02:02	116	16	141	Democracy and inequality	39	13	77	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	1	31	0	34	2	28	6	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	8	0	30	0	29	0	20	4	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	5	2	8	2	2	2	96	8	19	6	0	0	0	0
11:02:03	102	29	123	Global society	92	27	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	8	2	39	14	51	13	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	2	18	7	29	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	14	4	19	5	56	14	36	9	0	0	0	0
11:03	1125	184	1366	Welfare and democracy	583	134	542	50	2	0	2	0	10	0	11	0	10	0	19	2	26	0	53	5	120	9	321	37	290	48	258	80	3	3	31	10	2	0	10	0	11	0	10	0	17	2	25	0	48	4	106	5	241	30	215	30	174	56	2	1	0	0	0	0	0	0	0	0	2	0	1	0	5	1	8	3	56	4	59	14	65	18	863	128	197	42	2	0	0	0
11:04	1521	457	2255	Latin American political economy	976	355	545	102	1	0	0	0	1	0	1	0	3	0	3	1	20	1	64	3	168	25	342	89	556	177	359	160	3	1	18	14	0	0	1	0	1	0	3	0	3	1	19	1	55	3	145	17	293	67	457	141	271	120	2	1	0	0	0	0	0	0	0	0	0	0	1	0	8	0	17	8	39	21	88	32	64	28	1251	351	218	89	1	0	0	0
11:05	1252	261	2029	African political change	680	194	572	67	0	0	0	0	1	0	2	0	1	0	0	1	6	1	86	6	239	26	267	38	392	82	256	107	2	0	16	4	0	0	1	0	2	0	1	0	0	1	6	0	79	5	212	23	236	38	326	68	206	91	2	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	25	3	28	0	57	12	43	12	1071	226	160	29	0	0	0	0
11:06	561	65	556	Game theory of trust and threat	74	13	487	52	0	0	1	0	0	0	0	0	0	0	8	2	47	1	198	21	174	17	64	11	55	7	14	6	0	0	0	0	1	0	0	0	0	0	0	0	6	2	36	1	121	9	104	8	44	4	36	4	8	4	0	0	0	0	0	0	0	0	0	0	2	0	9	0	55	9	43	5	14	6	10	2	2	1	356	32	135	23	0	0	0	0
11:07	338	129	602	International human rights	187	77	151	52	0	0	0	0	0	0	0	0	1	0	9	0	8	0	18	8	36	10	93	36	117	47	56	28	0	0	2	0	0	0	0	0	0	0	1	0	6	0	8	0	18	8	34	9	79	28	96	35	52	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	11	6	15	8	4	4	294	104	31	19	0	0	0	0
11:08	324	21	413	Soviet interest groups	40	5	284	16	0	0	1	0	3	0	3	0	2	1	15	1	34	0	96	2	82	5	53	8	28	3	7	1	0	0	0	0	1	0	3	0	3	0	2	1	14	1	33	0	87	2	67	5	50	7	23	2	5	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	6	0	10	0	3	1	4	0	1	1	288	18	26	2	0	0	0	0
12	31819	8148	51948	History	10836	4749	20983	3399	408	41	315	41	429	53	665	77	1242	108	1665	162	2256	203	3477	331	5222	867	5886	1710	5908	2433	4322	2110	24	12	176	88	300	38	387	50	609	65	1175	105	1586	139	2148	171	3257	294	4808	766	5349	1526	5358	2226	3788	1879	20	11	9	1	17	1	28	8	42	3	69	23	86	28	156	24	322	75	415	128	432	165	380	149	29160	7307	1978	607	375	37	19	1
12:01	3290	672	5124	Colonial America	1016	339	2274	333	36	1	42	3	30	7	69	4	143	17	179	27	287	23	388	29	525	76	639	157	577	198	373	130	2	0	12	3	41	2	29	7	63	4	139	17	169	25	276	22	360	27	486	69	575	140	524	182	348	113	2	0	1	1	1	0	3	0	4	0	10	2	9	1	25	1	32	6	49	9	40	12	21	10	3047	609	196	42	35	1	1	0
12:10	890	180	1277	Early American slavery	276	105	614	75	6	0	1	1	33	4	42	9	54	6	63	3	66	8	99	9	139	13	122	28	131	41	134	58	0	0	2	3	1	1	20	3	27	5	54	6	60	2	59	6	91	7	132	11	110	23	126	34	112	47	0	0	0	0	3	0	4	0	0	0	3	1	6	0	8	2	7	2	9	4	3	5	15	3	797	145	59	17	5	0	1	0
12:11	939	196	1444	American puritanism	258	94	681	102	8	0	6	1	3	0	7	4	27	3	42	2	63	3	149	10	202	32	193	51	138	53	101	36	0	1	3	1	6	1	2	0	6	4	26	3	41	2	61	2	143	10	199	27	182	50	124	50	97	34	0	1	0	0	1	0	1	0	0	0	1	0	2	1	5	0	3	4	11	1	10	2	3	2	890	184	37	10	3	0	0	0
12:12	681	182	1108	Native Americans and Christianity	257	129	424	53	9	0	16	0	9	3	14	3	24	1	36	2	48	6	63	5	106	12	108	27	140	62	108	60	0	1	7	6	16	0	9	3	14	3	23	1	36	1	44	4	61	4	101	9	98	25	120	59	88	48	0	1	0	0	0	0	0	0	1	0	0	1	3	2	2	1	4	3	6	1	13	3	8	4	616	158	38	15	6	0	1	0
12:13	257	73	455	Labor and industrialization	77	40	180	33	2	0	2	0	0	1	0	0	6	1	5	1	16	3	22	1	54	10	81	20	42	17	27	18	0	1	2	1	2	0	0	1	0	0	6	0	5	1	14	2	22	1	49	9	74	19	40	15	24	17	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	5	0	6	1	2	2	3	0	238	66	18	5	2	0	0	0
12:14	673	125	1050	Early modern political philosophy	210	69	463	56	6	0	4	0	1	0	2	2	19	2	13	1	54	5	87	8	124	17	166	24	123	37	74	29	0	0	2	1	4	0	1	0	2	2	17	2	12	1	50	5	84	8	119	17	158	21	115	33	71	28	0	0	0	0	0	0	0	0	2	0	1	0	1	0	3	0	4	0	7	1	6	4	3	1	639	117	27	6	6	0	0	0
12:15	538	35	718	Slavery and agriculture	114	18	424	17	1	0	4	0	9	0	12	0	21	2	48	1	30	0	69	0	154	7	81	8	62	14	45	3	2	0	1	0	4	0	9	0	11	0	21	1	48	0	28	0	65	0	133	6	66	7	59	14	43	3	1	0	0	0	0	0	1	0	0	1	0	1	2	0	4	0	21	1	14	1	3	0	2	0	489	31	48	4	1	0	0	0
12:16	653	219	1118	Eighteenth century France	326	150	327	69	0	0	0	0	3	0	7	1	9	1	7	1	20	3	53	7	110	20	138	38	189	83	117	65	0	0	6	2	0	0	3	0	6	1	9	1	7	1	20	2	51	7	98	15	128	32	180	80	111	60	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	8	5	7	3	6	3	5	5	613	199	29	17	0	0	0	0
12:17	499	55	671	Progressive era American populism 	112	26	387	29	24	0	8	2	12	0	21	3	31	0	30	2	38	1	44	3	89	9	93	10	68	16	40	9	1	0	3	0	8	2	12	0	21	3	31	0	29	2	34	1	43	2	81	9	83	7	57	15	28	6	1	0	0	0	0	0	0	0	0	0	1	0	3	0	1	1	7	0	9	3	10	1	7	0	452	47	38	5	24	0	0	0
12:18	383	46	514	Nineteenth century social history	62	16	321	30	4	0	3	1	2	1	10	3	20	0	27	3	47	4	55	5	89	8	68	5	37	9	21	7	0	0	0	0	3	1	2	1	9	2	20	0	25	2	45	4	49	3	80	7	54	5	29	8	19	6	0	0	0	0	0	0	1	1	0	0	2	1	2	0	6	1	6	1	7	0	7	1	2	1	339	39	33	6	4	0	0	0
12:19	698	77	992	Writing history	148	34	550	43	8	1	19	0	18	1	18	0	52	2	111	5	92	3	77	7	89	11	68	13	66	17	80	17	0	0	1	0	19	0	18	1	18	0	50	2	105	4	90	2	74	7	67	8	56	11	61	15	63	9	0	0	0	0	0	0	0	0	2	0	5	1	2	1	3	0	9	0	6	2	5	2	6	7	629	60	38	13	8	1	0	0
12:01:01	1063	282	1678	Colonial New England	362	133	701	149	8	1	13	2	10	2	15	1	31	1	35	9	57	5	133	8	199	37	224	87	224	81	113	48	1	0	5	1	13	1	9	2	11	1	28	1	30	7	55	5	115	7	178	32	199	80	193	73	103	39	1	0	0	1	1	0	1	0	3	0	5	2	2	0	15	0	15	5	19	3	22	8	9	6	942	249	93	25	7	1	1	0
12:01:02	862	140	1232	Republicanism	261	77	601	63	7	0	10	1	6	0	9	0	28	4	40	7	93	10	112	9	134	12	186	26	149	50	88	21	0	0	2	1	10	1	6	0	8	0	28	4	37	7	92	9	108	8	125	12	169	22	143	46	82	21	0	0	0	0	0	0	1	0	0	0	3	0	1	1	4	1	9	0	11	2	5	1	6	0	815	130	40	5	7	0	0	0
12:02	2104	487	3960	British economic history	867	239	1237	248	33	8	21	6	14	4	29	8	44	9	79	6	107	26	211	39	308	40	447	116	457	131	352	94	2	0	17	5	18	6	14	4	27	7	43	9	75	6	105	22	205	35	292	34	392	101	379	110	287	78	1	0	1	0	0	0	1	1	1	0	3	0	2	4	5	3	14	5	43	11	60	18	45	9	1868	420	179	51	30	8	3	0
12:20	492	223	859	Abolitionism	180	150	312	73	2	1	2	0	0	0	16	2	50	1	24	3	31	5	55	10	77	22	64	33	92	73	78	73	1	0	5	1	2	0	0	0	9	2	26	1	23	2	30	5	54	7	73	18	63	33	87	72	75	70	1	0	0	0	0	0	3	0	2	0	1	1	1	0	1	3	4	3	1	0	5	0	3	3	445	211	21	10	2	1	0	0
12:21	533	43	849	American anti-imperialism	51	7	482	36	10	0	4	1	7	0	16	2	40	6	60	4	90	5	93	7	118	7	45	4	25	1	25	6	0	0	2	0	4	1	7	0	16	2	40	6	58	3	87	5	89	7	113	6	45	2	25	1	22	6	0	0	0	0	0	0	0	0	0	0	2	1	3	0	4	0	5	1	0	1	0	0	3	0	514	39	18	3	8	0	1	0
12:22	305	83	523	Crime in 18th century England	128	52	177	31	5	0	10	1	12	2	7	2	7	1	13	2	13	2	16	1	35	11	67	10	59	23	59	28	2	0	2	4	10	1	12	2	7	2	7	1	13	2	11	2	16	0	32	11	63	9	54	22	55	25	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	4	1	3	1	3	2	287	77	14	5	5	0	0	0
12:23	441	172	797	American studies	206	133	235	39	4	0	2	0	0	0	4	1	11	1	35	2	31	2	31	4	57	10	73	22	114	64	79	65	0	1	3	3	2	0	0	0	4	1	11	1	32	2	29	2	31	4	54	8	72	22	111	61	74	58	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	2	1	0	2	3	4	5	424	160	11	10	4	0	0	0
12:24	205	101	418	17th century religion and society	99	66	106	35	3	0	1	0	1	0	2	0	2	1	1	2	7	3	8	2	30	3	59	26	61	42	28	22	2	0	1	0	1	0	1	0	2	0	2	1	0	2	6	3	7	2	29	3	58	26	60	40	27	20	2	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	0	1	2	1	2	198	97	7	4	3	0	0	0
12:25	349	68	548	Postmodern history	193	49	156	19	1	0	0	0	0	0	4	0	4	0	2	1	14	0	16	0	50	8	86	12	97	25	75	22	0	0	7	0	0	0	0	0	3	0	4	0	2	1	14	0	15	0	49	8	84	9	83	22	58	20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	2	10	2	7	2	313	60	21	6	1	0	0	0
12:26	154	38	268	Literacy in Britain	44	21	110	17	4	0	0	0	0	0	1	0	1	0	1	0	3	2	26	2	40	4	36	9	31	15	11	6	0	0	0	1	0	0	0	0	1	0	1	0	1	0	3	2	25	2	39	3	32	9	27	14	10	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	0	1	1	1	0	143	36	7	2	4	0	0	0
12:27	214	14	311	Adam Smith	56	9	158	5	5	0	0	0	1	0	6	1	6	1	11	0	21	0	29	0	33	1	48	3	32	7	22	1	0	0	3	0	0	0	1	0	6	1	6	1	11	0	21	0	27	0	32	1	40	2	30	7	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	6	1	2	0	2	0	199	13	13	1	5	0	0	0
12:28	170	21	261	West Indian slavery	71	11	99	10	0	0	2	0	12	1	8	3	8	0	7	2	8	1	10	1	19	2	29	0	36	3	31	7	0	1	2	1	2	0	10	1	8	3	8	0	7	2	7	0	10	1	19	2	24	0	35	3	18	6	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	1	0	8	1	148	19	14	2	0	0	0	0
12:29	325	69	517	American exceptionalism	199	55	126	14	2	0	4	0	14	1	11	0	10	0	9	0	14	2	15	5	17	1	37	8	81	15	111	37	0	0	2	1	4	0	9	0	9	0	10	0	9	0	11	2	15	4	16	1	35	7	77	14	105	34	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	1	0	2	1	4	1	6	2	302	62	16	5	2	0	0	0
12:02:01	608	152	980	Industrial revolution	322	90	286	62	11	0	4	0	4	0	6	1	5	1	5	1	21	9	37	8	62	10	149	36	173	50	130	36	1	0	5	0	4	0	4	0	4	0	5	1	4	1	20	8	35	5	60	7	121	29	137	38	95	28	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	2	2	3	19	5	27	10	24	3	499	117	78	25	9	0	2	0
12:2:1:1	326	57	400	Living standards	200	38	126	19	1	0	2	0	2	0	3	0	1	0	1	0	6	1	11	2	23	7	84	9	117	20	75	18	0	0	0	0	2	0	2	0	1	0	1	0	1	0	5	1	9	0	21	5	61	5	89	9	48	11	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	2	14	3	20	9	18	3	240	31	58	18	0	0	1	0
12:2:1:2	153	23	276	Industrial growth	69	12	84	11	2	0	0	0	0	0	1	1	1	0	1	0	10	5	12	0	25	2	41	5	28	6	31	4	1	0	2	0	0	0	0	0	1	0	1	0	1	0	10	5	12	0	25	2	38	4	23	6	25	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	5	0	4	0	139	21	12	2	2	0	0	0
12:02:02	374	102	844	Middle ages	138	39	236	63	2	2	5	1	5	1	8	4	6	2	20	1	24	6	37	16	57	8	78	24	76	26	56	11	0	0	2	1	5	1	5	1	8	4	6	2	18	1	24	6	36	16	55	8	73	23	56	24	46	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	4	1	14	2	6	0	334	98	28	3	2	2	0	0
12:02:05	204	32	417	Sixteenth century trade	46	14	158	18	4	1	1	0	2	0	7	0	14	2	27	0	12	3	40	2	26	1	26	9	19	7	25	7	1	0	0	0	1	0	2	0	7	0	13	2	27	0	12	1	39	2	26	1	25	8	18	6	21	7	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	1	1	1	1	4	0	194	28	10	4	3	1	1	0
12:03	1476	1514	3754	Feminist history	614	852	862	662	34	12	11	9	18	8	19	6	30	8	34	6	63	14	115	21	261	209	308	418	354	449	228	353	1	1	10	15	10	9	16	8	19	5	28	8	34	2	61	10	109	18	223	185	279	378	331	417	212	328	1	0	1	0	1	0	0	1	2	0	0	4	2	3	4	2	26	15	29	28	18	24	10	18	1357	1379	93	97	34	11	0	1
12:30	252	14	352	Southern reconstruction	51	7	201	7	6	0	2	0	2	0	13	0	15	3	15	1	30	0	39	0	48	2	37	2	25	3	20	3	0	0	0	0	2	0	2	0	13	0	15	2	15	1	30	0	38	0	37	2	33	2	21	2	18	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	3	0	3	1	1	0	230	12	9	2	6	0	0	0
12:31	289	67	446	Technology and telephony	63	46	226	21	1	0	1	0	10	0	30	1	30	1	22	1	17	0	25	2	38	7	53	11	47	27	15	17	0	0	3	0	1	0	10	0	30	1	29	1	21	1	16	0	24	2	35	6	48	10	41	24	13	17	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	3	1	5	1	6	3	2	0	269	62	20	5	1	0	0	0
12:33	203	51	351	Ireland and Caricature	94	26	109	25	1	0	1	0	0	0	1	0	1	0	4	0	8	0	17	6	36	4	42	16	56	15	36	10	0	0	1	0	1	0	0	0	1	0	1	0	4	0	8	0	16	4	35	4	39	16	48	13	34	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	8	2	2	1	188	46	14	3	1	0	0	0
12:37	285	58	369	Public history	80	28	205	30	0	0	1	0	0	0	0	0	3	1	5	0	3	0	15	1	48	5	136	24	57	16	17	11	0	0	0	0	1	0	0	0	0	0	3	1	4	0	3	0	12	1	46	4	121	17	51	15	14	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	1	10	2	5	1	2	1	255	46	21	5	0	0	0	0
12:38	205	99	363	Gender and World War I	118	74	87	25	1	0	1	0	2	2	1	3	2	0	4	0	5	1	16	4	22	5	39	12	47	23	63	49	2	0	1	5	1	0	2	2	1	2	2	0	4	0	5	0	15	4	21	5	38	9	43	19	61	44	2	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	3	4	3	1	4	196	85	8	12	1	0	0	0
12:39	154	52	283	French labor	54	30	100	22	0	0	0	0	0	0	0	0	0	0	0	0	3	0	15	4	36	6	50	14	37	17	13	11	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	14	4	33	6	43	13	35	16	12	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	4	1	2	1	1	0	140	50	11	2	0	0	0	0
12:03:01	594	561	1428	Nineteenth century women	228	333	366	228	7	0	0	2	7	0	9	2	14	3	14	3	31	7	66	11	107	73	118	147	129	173	92	140	0	0	4	9	0	2	7	0	9	2	13	3	14	0	30	3	62	8	86	66	105	140	120	159	86	130	0	0	0	0	0	0	0	0	1	0	0	3	1	3	2	2	18	5	13	5	7	11	6	8	539	513	48	37	7	0	0	0
12:03:02	142	167	394	Family size and structure	36	42	106	125	4	3	1	4	1	5	4	2	3	1	3	0	3	1	17	4	41	47	30	60	24	28	11	12	0	0	0	0	1	4	1	5	4	2	2	1	3	0	2	1	17	4	38	35	26	51	21	27	10	11	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	8	4	6	3	1	1	0	129	144	12	15	4	3	0	0
12:03:03	160	161	400	Continental feminism	69	88	91	73	0	1	1	1	5	1	0	0	2	0	4	1	7	2	7	1	24	19	48	57	43	45	19	33	0	0	0	2	1	1	3	1	0	0	2	0	4	1	7	2	7	1	23	19	43	52	42	43	17	32	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	5	5	1	2	1	1	149	153	9	8	0	1	0	0
12:03:05	80	153	274	Nineteenth century literature	45	97	35	56	0	0	0	0	0	0	1	0	4	1	1	0	4	0	2	1	9	20	16	39	22	50	21	42	0	0	0	0	0	0	0	0	1	0	4	1	1	0	4	0	2	1	9	19	16	33	20	48	19	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	0	2	76	139	0	7	0	0	0	0
12:04	1136	185	1581	American political movements	335	110	801	75	13	0	12	2	19	2	23	0	38	1	60	6	105	8	146	4	196	20	207	38	182	58	134	44	1	2	11	3	12	2	19	2	23	0	35	1	57	5	94	7	139	4	176	13	189	35	162	50	123	42	1	2	0	0	0	0	0	0	3	0	3	1	6	1	7	0	14	4	14	3	14	7	11	1	1042	163	73	17	12	0	1	0
12:41	207	17	281	Transcendentalism 	42	6	165	11	2	0	3	0	1	0	6	0	13	0	15	1	28	2	24	1	30	3	45	4	22	4	18	2	0	0	1	0	2	0	1	0	6	0	13	0	14	1	28	1	23	1	28	2	41	4	20	4	17	2	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1	2	0	2	0	1	0	195	15	10	2	2	0	0	0
